gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17230,2886,727,96,1.3872077028885832,0.0,1.2696011004126548,1.554057771664374,12.988462269525183,77.53764819807144,Vijayanagara,10,none,BTP208 - Havanur Circle,35.51570915147216,140
17265,2873,330,33,1.1333333333333333,0.25757575757575757,1.7554545454545454,2.248181818181818,12.931082241214327,77.69499662712887,HAL Old Airport,4,poi_school,BSR Paradise Road,35.500876475837536,141
17243,2882,958,117,1.0005219206680585,0.03549060542797495,1.3544885177453025,1.2854906054279749,12.971444181628392,77.59708537515658,Cubbon Park,11,poi_mall,BTP063 - Siddalingaiah Circle,35.472677173103854,142
17243,2861,531,53,1.2457627118644068,0.6572504708097928,1.11864406779661,1.34030131826742,12.876283388929558,77.5959759832382,Hulimavu,6,poi_mall,Shri Ramalingeshwara Cave Temple Road,35.39327658220416,143
17268,2883,35,11,1.9714285714285715,0.8857142857142857,1.8571428571428572,1.52,12.97637684,77.71023085714286,Mahadevapura,3,poi_techpark,ITPL Main Road,35.35349038890884,144
17269,2883,183,19,1.6256830601092895,0.5956284153005464,1.6666666666666667,1.7153005464480873,12.975748989617486,77.71164640382513,Mahadevapura,3,poi_techpark,ITPL Main Road,35.15871991195846,145
17238,2895,687,102,1.0960698689956332,0.06259097525473072,1.4029112081513828,1.434206695778748,13.028050176855896,77.57346002037846,Sadashivanagar,11,poi_hospital,80 Feet Road,35.0200326368675,146
17229,2893,339,90,1.28023598820059,0.0029498525073746312,1.8961651917404128,1.537463126843658,13.020356235103247,77.53211936017699,Rajajinagar,10,poi_school,Dr Rajkumar Puniya Bhoomi Road,35.017622326875454,147
17242,2884,211,44,1.0,0.8862559241706162,1.2502369668246447,1.419431279620853,12.979682731753554,77.5922555336493,Cubbon Park,11,poi_metro,BTP047 - Vidhan Soudha Metro Station,34.939424189851536,148
17235,2885,313,64,2.1629392971246006,0.10543130990415335,1.2853035143769969,1.5003194888178915,12.984449262619808,77.56006034249201,Rajajinagar,10,poi_hospital,BTP010 - Rajajinagar Entrance,34.80165219645816,149
17253,2881,334,52,2.372754491017964,0.0,1.3502994011976048,1.6619760479041916,12.966661693413172,77.64149746706586,Jeevanbheemanagar,13,none,"BTP148 - 17th Main, Doopanahalli Bus Stop",34.72933066178513,150
17258,2871,244,81,2.165983606557377,0.0,1.2889344262295082,1.4864754098360655,12.920988901190006,77.66525189964429,Bellandur,11,none,Outer Ring Road,34.7251051720846,151
17268,2885,84,24,1.880952380952381,0.5714285714285714,1.6428571428571428,1.705952380952381,12.984586745238094,77.70835715952381,Mahadevapura,11,poi_techpark,ITPL Main Road,34.67194604438018,152
17260,2870,267,77,1.953183520599251,0.0,1.3213483146067415,1.645318352059925,12.917215266537607,77.67258531029962,Bellandur,10,none,Sarjapura Main Road,34.647640295903095,153
17249,2871,178,48,1.0,0.7921348314606742,1.3938202247191012,1.4595505617977529,12.921256548859157,77.62173677970603,Madiwala,0,poi_market,BTP137 - Madiwala Traffic PS Junction,34.647592657529664,154
17250,2884,242,62,1.0165289256198347,0.12396694214876033,1.3884297520661157,2.318595041322314,12.979001011570249,77.6287072214876,Halasur,9,poi_hospital,Old Madras Road,34.56379957827349,155
17280,2900,44,26,2.6136363636363638,0.0,1.875,2.225,13.053489113636363,77.76195114090909,K.R. Pura,10,none,MBT Road,34.49933688244024,156
17244,2886,1002,101,1.005489021956088,0.0029940119760479044,1.3953093812375248,1.4175648702594812,12.989416300698604,77.59968640309381,Shivajinagar,4,poi_hospital,BTP171 - Indian Express (Balekundri),34.30986205391682,157
17274,2886,551,30,1.0108892921960073,0.0,1.0190562613430127,2.9669691470054445,12.987690504537206,77.73463817731397,Mahadevapura,4,none,Whitefield Road,34.21778950678961,158
17234,2888,545,84,1.773394495412844,0.0,1.1565137614678898,1.4721100917431191,12.99826320972477,77.55364140678898,Malleshwaram,11,none,BTP008 - Navarang Theatre,34.192875703695805,159
17237,2876,458,104,1.3482532751091703,0.015283842794759825,1.3122270742358078,1.3849344978165938,12.944253783062983,77.56917441397552,Basavanagudi,4,poi_market,BTP215 - Vanivillas Junction,34.11244353092667,160
17247,2883,611,112,1.0032733224222585,0.0,1.6194762684124386,1.251227495908347,12.973929553682488,77.61447792782324,Halasur,4,none,Mahatma Gandhi Road,34.09361397005253,161
17233,2869,58,23,1.793103448275862,0.0,2.2586206896551726,2.4948275862068963,12.911492985170149,77.55208630796342,K.S. Layout,11,none,Subramanyapura Main Road,34.08817776853305,162
17249,2883,449,88,1.0,0.2739420935412027,1.5207126948775054,1.2815144766146993,12.974095708262368,77.62308119424503,Halasur,4,poi_mall,Old Madras Road,33.89556763893379,163
17243,2876,386,87,1.9974093264248705,0.0,1.255958549222798,1.2787564766839377,12.944980887769542,77.59550829639896,Wilson Garden,4,none,"BTP123 - 10th Cross, Wilson Garden",33.875782614480336,164
17241,2870,79,36,3.3797468354430378,0.0,1.4493670886075949,1.4936708860759493,12.9163414,77.5858509506329,J.P. Nagar,11,none,"BTP177 - Aurobindo Circle, ORR",33.789999557993106,165
17229,2892,440,67,1.3238636363636365,0.0022727272727272726,1.6772727272727272,1.7702272727272728,13.017176050227272,77.53146781068182,Rajajinagar,11,poi_transit,Dr Rajkumar Puniya Bhoomi Road,33.76352358921437,166
17236,2890,73,18,1.2808219178082192,1.0,1.426027397260274,1.5273972602739727,13.00681005479452,77.5640651219178,Malleshwaram,12,poi_mall,Canara Union Road,33.74627647216718,167
17252,2882,168,51,1.8958333333333333,0.44642857142857145,1.4916666666666667,1.2273809523809522,12.969977045833335,77.63705501607143,Jeevanbheemanagar,7,poi_hospital,12th Main Road,33.63329591114539,168
17248,2874,589,83,1.8259762308998302,0.001697792869269949,1.2232597623089982,1.3078098471986417,12.935680430560272,77.61670212920204,Adugodi,9,poi_school,BTP135 - UCO Bank Junction,33.578328984533265,169
17277,2899,207,82,1.2946859903381642,0.0,1.643961352657005,1.8009661835748794,13.045910895169081,77.75036422028985,K.R. Pura,12,none,MBT Road,33.57603212134133,170
17233,2885,604,94,1.3543046357615893,0.0016556291390728477,1.282450331125828,1.4258278145695364,12.984777459182395,77.55033810119205,Magadi Road,3,poi_market,"BTP024 - NPS, Vijayanagar",33.562853965820665,171
17278,2876,1,1,2.0,1.0,3.0,1.5,12.9445675,77.7532548,Whitefield,2,poi_school,Government School Sorahunase,33.5,172
17241,2869,287,66,2.1445993031358883,0.006968641114982578,1.3118466898954704,1.5041811846689894,12.912235300497816,77.58594364547378,J.P. Nagar,11,poi_hospital,"BTP197 - 9th Cross, 24th Main, JP Nagar",33.4083975901383,173
17242,2901,287,83,1.6236933797909407,0.003484320557491289,1.556794425087108,1.457142857142857,13.05826925714517,77.59224943247604,Kodigehalli,13,poi_transit,4th Cross Road,33.33011652161332,174
17271,2889,145,33,1.993103448275862,0.0,1.0827586206896551,2.5,13.003461512413793,77.72348440413793,K.R. Pura,4,none,Kodigehalli Main Road,33.278551822218105,175
17263,2890,1241,81,1.000805801772764,0.0,1.3535858178887994,1.5625302175664786,13.005726351958412,77.68584629663951,K.R. Pura,10,none,MBT Road,33.15773054659274,176
17239,2889,4,4,2.125,1.0,1.375,1.975,13.003103249999999,77.578479825,Sadashivanagar,9,poi_mall,2nd Main Road,33.00470779303671,177
17242,2902,301,57,1.9136212624584719,0.0033222591362126247,1.4800664451827243,1.6471760797342192,13.062635271760797,77.59200940431893,Kodigehalli,13,poi_mall,20th Main Road,32.93117108263817,178
17232,2890,424,80,1.8691037735849056,0.0047169811320754715,1.0431603773584905,1.4580188679245285,13.008019883625293,77.54826680878588,Rajajinagar,10,poi_metro,BTP023 - Mahalaxmi Layout Entrance,32.930971384029384,179
17244,2865,189,38,1.9947089947089947,0.5555555555555556,1.2248677248677249,1.2031746031746031,12.894854966137565,77.59913417830688,J.P. Nagar,6,poi_school,Bannerghatta Main Road,32.916703073115826,180
17255,2886,27,3,1.0,0.9629629629629629,1.0185185185185186,2.5,12.991318433333333,77.65174632592591,Banaswadi,6,poi_transit,Railway Line Road,32.89898078165496,181
17240,2872,572,87,1.7272727272727273,0.0,1.2526223776223777,1.2262237762237762,12.927691007867132,77.58131758776223,Jayanagara,9,none,"BTP189 - New Diagonal Road, Jayanagar",32.880452046239114,182
17237,2868,15,4,2.7,0.9333333333333333,1.3666666666666667,1.2866666666666666,12.908250646666666,77.57044086666666,K.S. Layout,12,poi_metro,"BTP159 - JP Nagar Metro, ORR",32.87759399952602,183
17253,2864,267,78,1.1629213483146068,0.149812734082397,1.6348314606741574,1.5280898876404494,12.890226477796931,77.63937291399911,HSR Layout,2,poi_techpark,Hosur Road,32.8771034669393,184
17231,2888,751,88,1.0412782956058588,0.06258322237017311,1.2695073235685752,1.489081225033289,12.998576128118575,77.54154988025921,Vijayanagara,11,poi_hospital,"BTP206 - Shankara Mutt Circle, Vijayanagar",32.85952702952822,185
17238,2879,299,63,1.1672240802675586,0.3745819397993311,1.534448160535117,1.3765886287625417,12.957990787959867,77.5743348799331,V.V.Puram (C.Pet),3,poi_school,BTP105 - Shivasankara Circle,32.820412438128635,186
17231,2899,101,34,1.8564356435643565,0.009900990099009901,1.6584158415841583,2.282178217821782,13.047858873267327,77.54279707920792,Jalahalli,3,poi_school,HMT Main Road,32.81663836174466,187
17226,2897,346,73,1.4234104046242775,0.002890173410404624,1.7092485549132947,1.5476878612716762,13.039821011849712,77.5186455251445,Peenya,11,poi_metro,Jalahalli Cross Road,32.81580763311454,188
17242,2904,576,68,1.0026041666666667,0.3072916666666667,1.3734375,1.4157986111111112,13.070783503595473,77.59240142426219,Kodigehalli,11,poi_techpark,RK Road Number 7,32.811490720936334,189
17232,2878,65,36,1.1,0.7538461538461538,1.6538461538461537,1.5953846153846154,12.95444334083169,77.54472014415022,Byatarayanapura,1,poi_transit,"BTP095 - Satellite Bus Stand, Mysore Road",32.759867230964076,190
17226,2879,522,79,1.2231800766283525,0.0,1.2793103448275862,1.7164750957854407,12.957318605172413,77.51881280421456,Byatarayanapura,12,none,Gnana Bharathi Road,32.75685334356511,191
17242,2897,240,74,2.025,0.0,1.3708333333333333,1.405,13.03905077375,77.58966771291666,Hebbala,4,none,Hebbal Flyover,32.63110618027377,192
17241,2894,460,92,1.2934782608695652,0.0,1.432391304347826,1.3919565217391303,13.024324488005137,77.58518126625242,R.T. Nagar,10,none,Bellary Road,32.62583783390433,193
17241,2902,256,71,1.623046875,0.00390625,1.455078125,1.65859375,13.06170554921875,77.58702822929688,Kodigehalli,13,poi_transit,15th Cross Road,32.58936453983687,194
17250,2869,409,96,1.0733496332518337,0.0,1.5691931540342297,1.436674816625917,12.912188143528835,77.62584404654757,HSR Layout,11,none,Hosur Road,32.57244716125689,195
17246,2882,433,89,1.0323325635103926,0.21939953810623555,1.3036951501154734,1.3212471131639723,12.972064653012945,77.60858212248391,Ashok Nagar,12,poi_mall,Brigade Road,32.551154991897576,196
17247,2887,984,101,1.0274390243902438,0.0010162601626016261,1.1538617886178864,1.3303861788617886,12.995207406199187,77.61396474817073,Pulikeshinagar(F.Town),12,poi_school,Coles Road,32.42833745304299,197
17268,2884,62,8,1.75,0.6451612903225806,1.6612903225806452,1.7354838709677418,12.979879220967742,77.70948577903225,Mahadevapura,4,poi_techpark,ITPL Main Road,32.37296558202941,198
17265,2883,24,5,2.3125,0.7083333333333334,1.5208333333333333,1.6541666666666668,12.977058698830144,77.6962275631116,Mahadevapura,5,poi_mall,Outer Ring Road,32.372317289619126,199
17238,2882,316,81,1.5965189873417722,0.0,1.370253164556962,1.4787974683544305,12.969933250960395,77.57492686707467,City Market,7,none,BTP043 - Upparpet Junction,32.35989094713153,200
17244,2885,395,79,1.0,0.10379746835443038,1.4924050632911392,1.6053164556962025,12.98430304607595,77.60145916329114,Shivajinagar,11,poi_hospital,BTP211 - Central Street Junction,32.34844843352587,201
17265,2872,236,42,1.125,0.11440677966101695,1.6093220338983052,2.1847457627118647,12.926580748666144,77.69484434837244,Bellandur,4,poi_school,Doddakannelli Road,32.324811120618264,202
17259,2871,159,53,2.2358490566037736,0.050314465408805034,1.5566037735849056,1.4779874213836477,12.921612359060884,77.66738247914967,Bellandur,4,poi_techpark,Outer Ring Road,32.26083056653046,203
17261,2889,487,70,1.3316221765913758,0.0,1.5308008213552362,1.5921971252566736,13.000752897026056,77.67695896363244,Banaswadi,6,none,MBT Road,32.23870785498565,204
17234,2889,304,53,2.286184210526316,0.0,1.2733552631578948,1.4743421052631578,13.003678367281513,77.5534763802639,Malleshwaram,6,none,"BTP001 - 10th Cross, Dr. Rajkumar Road",32.13674259805235,205
17242,2900,381,47,1.0288713910761156,0.46981627296587924,1.378215223097113,1.4784776902887138,13.052096927821522,77.5927770144357,Kodigehalli,11,poi_mall,Bellary Road,32.01830899565993,206
17238,2880,173,46,1.3988439306358382,0.3236994219653179,1.7138728323699421,1.538150289017341,12.962960092485549,77.57337876531793,V.V.Puram (C.Pet),0,poi_school,"BTP083 - AS Char Street, Mysore Road",31.924761608814308,207
17233,2868,98,33,1.9081632653061225,0.030612244897959183,1.4591836734693877,2.2346938775510203,12.909646981961053,77.55011410773042,K.S. Layout,11,poi_transit,Subramanyapura Main Road,31.83032894388328,208
17237,2895,155,25,1.1419354838709677,0.8838709677419355,1.0548387096774194,1.4619354838709677,13.029154550967743,77.57072419354839,Sadashivanagar,8,poi_hospital,Padmasri CK Venkata Ramaiah Road,31.75510437738235,209
17238,2899,214,48,2.4649532710280373,0.0,1.3271028037383177,1.4551401869158878,13.04744554953271,77.57393254626169,Kodigehalli,2,none,Bhadrappa Flyover,31.6892081733847,210
17236,2889,22,4,1.9318181818181819,0.9545454545454546,1.481818181818182,1.4590909090909092,13.0032037,77.5629567,Malleshwaram,6,poi_mall,11th Main Road,31.59792505136273,211
17246,2888,732,89,1.0245901639344261,0.004098360655737705,1.2049180327868851,1.4849726775956285,12.999181357650274,77.61085835396175,Pulikeshinagar(F.Town),3,poi_metro,Robertson Road,31.587856101317964,212
17257,2886,21,14,1.0,0.9047619047619048,1.6666666666666667,1.961904761904762,12.991140674672481,77.6570910778538,Banaswadi,1,poi_market,Old Madras Road,31.585635159344783,213
17255,2880,236,62,1.5741525423728813,0.2966101694915254,1.3389830508474576,1.2847457627118644,12.96116959536511,77.64905762264567,Jeevanbheemanagar,5,poi_hospital,5th Main Road,31.567748973725607,214
17239,2885,486,93,1.1069958847736625,0.0,1.508641975308642,1.3092592592592591,12.9839083783394,77.57782177742551,High ground,8,none,BTP054 - Shivananda Circle,31.483362437111335,215
17248,2883,326,74,1.0076687116564418,0.18404907975460122,1.5107361963190185,1.473006134969325,12.974961594198458,77.61983413199638,Halasur,4,poi_mall,Murphy Road,31.39381017915027,216
17233,2884,325,69,1.4861538461538462,0.003076923076923077,1.7172307692307693,1.4076923076923078,12.980932119384617,77.54919637261538,Magadi Road,3,poi_market,"BTP024 - NPS, Vijayanagar",31.36323500426611,217
17271,2865,172,68,1.9244186046511629,0.0,1.3156976744186046,1.5546511627906976,12.89664486627907,77.72005239651163,Whitefield,11,none,Sarjapura Main Road,31.286823053654107,218
17240,2871,258,69,2.118217054263566,0.0,1.178294573643411,1.348062015503876,12.92138504529576,77.58202844439383,Jayanagara,3,none,"BTP190 - 36th Cross, 4th Main, Jayanagar",31.284774248368418,219
17241,2886,915,66,1.0136612021857923,0.20327868852459016,1.014207650273224,1.4987978142076503,12.991240683825136,77.5885391220765,High ground,3,poi_school,BTP032 - Windsor Circle,31.218255540606833,220
17240,2888,465,84,1.1731182795698925,0.002150537634408602,1.3045161290322582,1.5,12.997471050107528,77.58313634129031,Sheshadripuram,10,poi_transit,BTP032 - Windsor Circle,31.159940203847324,221
17242,2879,58,37,1.0689655172413792,0.8793103448275862,1.4741379310344827,1.3241379310344827,12.957451410344827,77.5924393586207,Wilson Garden,10,poi_transit,"BTP102 - BMTC Junction, KH Road",31.121511101866382,222
17256,2886,6,2,1.0,1.0,1.3333333333333333,2.5,12.991055016666666,77.65386566666668,Banaswadi,7,poi_market,Old Madras Road,31.08058478197095,223
17231,2882,38,10,1.4078947368421053,1.0,1.5947368421052632,1.3499999999999999,12.97345192510071,77.54070027794971,Vijayanagara,11,poi_transit,BTP028 - Vijayanagar Bus Stand Junction,31.04479804631432,224
17262,2869,206,74,1.9757281553398058,0.0,1.3864077669902914,1.286893203883495,12.912405691515795,77.68102520694,Bellandur,9,none,Sarjapura Main Road,31.010647697694754,225
17238,2878,87,24,1.4252873563218391,0.8735632183908046,1.3160919540229885,1.2310344827586206,12.954090574712643,77.57297575287357,V.V.Puram (C.Pet),2,poi_school,BTP106 - VV Puram College,30.97394540825339,226
17255,2881,165,45,1.9,0.024242424242424242,1.407878787878788,1.8084848484848484,12.968559281506925,77.6494616401982,Jeevanbheemanagar,3,poi_hospital,Jeevan Bhima Nagar Main Road,30.89981094306894,227
17238,2869,230,56,1.934782608695652,0.0,1.5608695652173914,1.4478260869565218,12.911723036956522,77.57333005260871,J.P. Nagar,3,none,"BTP117 - 9th Cross, Kanakapura Road",30.8802513440387,228
17265,2888,285,52,1.3403508771929824,0.19649122807017544,1.4210526315789473,1.595438596491228,12.996517981110111,77.69361130700341,Mahadevapura,1,poi_mall,Whitefield Road,30.84641149384154,229
17233,2892,98,46,1.8010204081632653,0.061224489795918366,2.13265306122449,1.5234693877551022,13.01601386122449,77.55005773367347,Rajajinagar,3,poi_mall,1st Main Road,30.82046499830505,230
17252,2884,119,34,1.184873949579832,0.6386554621848739,1.23109243697479,1.5890756302521007,12.978767876470588,77.6376699117647,Jeevanbheemanagar,9,poi_hospital,Chinmaya Mission Hospital Road,30.753319758026738,231
