cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17232_2882,BTP020 - Hosahalli Metro Station,12.971289669438669,77.54653032848233,Vijayanagara,38.39261899493059,101,481,1.807692307692308,poi_metro,4,20.041666666666668,38.40691635632259,True,22,0.0,481,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17235_2884,BTP010 - Rajajinagar Entrance,12.980826530706809,77.5584499404864,Magadi Road,38.37792961535656,102,446,2.2769058295964126,none,12,9.10204081632653,32.222224277749525,True,47,0.0,446,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17242_2899,Kempapura Main Road,13.049392489952153,77.59303444497607,Hebbala,38.36619893722083,103,209,1.5933014354066986,poi_mall,3,12.294117647058824,41.42305924794665,True,15,0.0,209,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17257_2882,Pusa Thippasandra Main Road,12.971751408802024,77.65809020342515,Jeevanbheemanagar,38.04353841531356,104,1235,1.802834008097166,none,7,47.5,37.36451969711529,True,24,0.0,1235,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17238_2867,"BTP159 - JP Nagar Metro, ORR",12.904004488888887,77.57332832777779,J.P. Nagar,37.98381092060675,105,18,3.388888888888889,poi_metro,3,3.6,52.51695345232088,False,3,0.0,18,(low-volume cell),
17247_2884,Gangadhara Chetty Road,12.981009421094791,77.61322855053405,Shivajinagar,37.95635603748393,106,1498,1.048064085447263,poi_market,10,34.04545454545455,32.780657478457115,True,42,0.0,1498,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17247_2874,BTP135 - UCO Bank Junction,12.935375780401415,77.61457697166469,Adugodi,37.92815719451279,107,847,1.7497048406139315,poi_school,11,14.60344827586207,28.304447734088143,True,56,0.0909090909090909,847,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17241_2879,BTP192 - Urvashi Theater,12.957694067405766,77.58631474478935,Wilson Garden,37.90972761449565,108,451,1.8215077605321508,none,8,9.595744680851064,32.181691821823755,True,45,0.0,451,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17241_2873,BTP225 - Geetha Junction,12.93023527353846,77.58573306523077,Jayanagara,37.48990167093277,109,325,1.7707692307692309,poi_transit,9,10.833333333333334,35.3924890675986,True,28,0.0092307692307692,325,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17238_2886,BTP054 - Shivananda Circle,12.989602811996251,77.57327333992502,Sheshadripuram,37.393598572448994,110,1067,1.0890346766635426,poi_mall,11,28.83783783783784,33.74653931051073,True,35,0.0,1067,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17242_2878,BTP103 - Shanti Nagar TTMC,12.953639640949556,77.59155668397626,Wilson Garden,37.3411625244928,111,337,1.3204747774480712,poi_transit,9,6.017857142857143,30.24092236367407,True,54,0.0,337,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17246_2873,BTP140 - Madiwala Check Post,12.930620285538462,77.60923581753846,Mico Layout,37.31092731195842,112,325,1.7,none,2,27.08333333333333,43.33870504414527,True,10,0.0,325,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17254_2931,Bengaluru Bellary Road,13.191237390181044,77.64621057289669,Chikkajala,37.05682398742472,113,939,1.0031948881789137,none,1,32.37931034482759,35.47770398359343,True,27,0.0,939,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17233_2890,BTP023 - Mahalaxmi Layout Entrance,13.007716176420692,77.54868942780254,Rajajinagar,36.89706306744821,114,709,1.4090267983074751,poi_school,10,19.16216216216216,33.29843173118513,True,35,0.0,709,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17241_2881,BTP076 - Hudson Circle,12.967144615018848,77.58708140782751,Halasuru Gate,36.85347453636669,115,848,1.321933962264151,none,4,16.627450980392158,30.58686497025585,True,49,0.0011792452830188,848,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17258_2856,Hosur Road,12.85511728014375,77.66386083116288,Electronic City,36.73949959220276,116,113,1.1238938053097345,poi_techpark,11,8.071428571428571,41.3337742014888,True,12,0.0,113,(low-volume cell),
17251_2868,Hosapalya Main Road,12.906596245446144,77.63100061675283,HSR Layout,36.73400697183845,117,619,1.9240710823909533,none,13,36.41176470588236,39.624405441445774,True,15,0.0016155088852988,619,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
17256_2887,Railway Line Road,12.99271922142857,77.65316993124999,Banaswadi,36.72192925790928,118,112,1.3125,poi_transit,7,37.333333333333336,56.33449658945023,False,1,0.0,112,(low-volume cell),
17234_2880,BTP091 - Sirsi Circle,12.963972360721868,77.55498793375797,Magadi Road,36.66295433388868,119,471,1.8864118895966029,none,2,12.394736842105264,32.772111668004946,True,36,0.0042462845010615,471,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17248_2882,BTP143 - ASC Junction,12.97220031321952,77.61827235108028,Halasur,36.64221041412125,120,881,1.0096481271282634,poi_mall,4,21.48780487804878,32.17374924357138,True,39,0.0022701475595913,881,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
17244_2910,Jakkur Main Road,13.097100856167978,77.59949898018372,Yelahanka,36.60109742742848,121,762,1.8274278215223096,none,2,25.4,34.76072979356873,True,28,0.0,762,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
17253_2880,"BTP148 - 17th Main, Doopanahalli Bus Stop",12.962581994760075,77.64117548017775,Jeevanbheemanagar,36.56309956078421,122,320,1.9046875,none,8,10.32258064516129,34.383658770388,True,29,0.003125,320,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17239_2899,Bhadrappa Flyover,13.04753939746544,77.57612850426268,Kodigehalli,36.40603081115652,123,868,1.9493087557603688,none,3,31.0,35.14396916443832,True,26,0.0,868,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17235_2892,CV Raman Road,13.01815836509022,77.55867374414026,Yeshwanthpura,36.32490326265952,124,87,1.0459770114942528,poi_mall,2,4.833333333333333,38.73789214459619,True,16,0.0,87,(low-volume cell),
17244_2884,BTP042 - Minsk Square Junction (CTO),12.981226883620057,77.5987366853274,Shivajinagar,36.27749457682796,125,2112,1.0002367424242424,poi_market,4,40.61538461538461,29.957010830024963,True,50,0.0009469696969696,2112,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17265_2874,Embassy Tech Square Main Road,12.936371645568016,77.69299402370049,HAL Old Airport,36.22503924461945,126,334,2.053892215568862,poi_school,3,9.027027027027026,32.691951498726326,True,35,0.0,334,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17267_2879,HAL Airport Road,12.957142372628134,77.70273660578088,HAL Old Airport,36.12194032652143,127,561,1.2192513368983957,none,3,12.195652173913045,30.718991133612,True,44,0.0053475935828877,561,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17241_2878,BTP192 - Urvashi Theater,12.95485439043716,77.5857293237705,Wilson Garden,36.11440716464489,128,366,1.7650273224043715,none,3,7.32,30.15903962612627,True,48,0.0,366,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17249_2882,Old Madras Road,12.97315359,77.62184596470588,Halasur,36.08910548832282,129,170,1.0029411764705882,poi_mall,4,11.333333333333334,40.01760861443286,True,13,0.0,170,(low-volume cell),
17248_2872,BTP137 - Madiwala Traffic PS Junction,12.925349607114914,77.61877331153423,Madiwala,35.99505324420404,130,613,2.0831973898858074,none,1,26.65217391304348,36.250008565453,True,21,0.0048939641109298,613,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
17241_2896,Bellary Road,13.034862836400473,77.588808467939,Hebbala,35.98029152802702,131,1092,1.2765567765567765,poi_hospital,4,43.68,35.55797053739899,True,23,0.0045787545787545,1092,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17266_2891,MBT Road,13.010640842186731,77.69776091194103,K.R. Pura,35.918983206763656,132,407,1.160933660933661,none,11,8.847826086956522,30.66425814148324,True,44,0.0,407,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17240_2882,BTP038 - Mysore Bank Junction,12.97264306925795,77.58097902991756,Upparpet,35.90260728096577,133,849,1.0447585394581862,poi_hospital,9,13.265625,27.82881477814444,True,62,0.0082449941107184,849,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
17231_2883,BTP020 - Hosahalli Metro Station,12.974137647126437,77.54152242643679,Vijayanagara,35.895784488713154,134,87,1.7413793103448276,poi_metro,9,5.4375,39.262057810058735,True,14,0.0,87,(low-volume cell),
17260_2888,Outer Ring Road,12.99797689082136,77.67133727882731,Banaswadi,35.831401232516406,135,142,1.971830985915493,none,1,6.761904761904762,36.93908254674419,True,19,0.0,142,(low-volume cell),
17255_2882,Sir CV Raman Hospital Road,12.97041001796264,77.6480908226766,Jeevanbheemanagar,35.77876029136083,136,155,1.5483870967741935,poi_hospital,7,5.961538461538462,35.140164383521096,True,24,0.0,155,(low-volume cell),
17252_2865,Hosur Road,12.893652738641682,77.6369158275452,Hulimavu,35.72650958546118,137,446,1.2556053811659194,poi_metro,2,40.54545454545455,42.24241150863221,True,9,0.0,446,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17259_2887,Old Madras Road,12.99574600870316,77.66774475722114,Mahadevapura,35.65102378576014,138,446,1.0493273542600896,none,10,24.77777777777778,38.01924823504943,True,16,0.0,446,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17250_2868,Hosur Road,12.907095103639538,77.62871247242914,HSR Layout,35.63932982919431,139,488,1.5686475409836065,poi_techpark,11,23.23809523809524,36.74107350500609,True,19,0.0,488,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17230_2886,BTP208 - Havanur Circle,12.988462269525185,77.53764819807144,Vijayanagara,35.51570915147216,140,727,1.3872077028885832,none,10,17.73170731707317,31.23409781367581,True,39,0.0,727,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17265_2873,BSR Paradise Road,12.931082241214328,77.69499662712887,HAL Old Airport,35.500876475837536,141,330,1.1333333333333333,poi_school,4,15.714285714285714,36.59834004573299,True,19,0.0,330,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17243_2882,BTP063 - Siddalingaiah Circle,12.971444181628392,77.59708537515658,Cubbon Park,35.472677173103854,142,958,1.0005219206680585,poi_mall,11,12.282051282051285,26.11951457040861,True,76,0.0,958,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17243_2861,Shri Ramalingeshwara Cave Temple Road,12.876283388929558,77.5959759832382,Hulimavu,35.39327658220416,143,531,1.2457627118644068,poi_mall,6,17.129032258064516,33.35143649260673,True,29,0.0,531,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17268_2883,ITPL Main Road,12.97637684,77.71023085714286,Mahadevapura,35.35349038890884,144,35,1.9714285714285715,poi_techpark,3,5.833333333333333,47.15632232174778,False,4,0.0,35,(low-volume cell),
17269_2883,ITPL Main Road,12.975748989617486,77.71164640382513,Mahadevapura,35.15871991195846,145,183,1.6256830601092895,poi_techpark,3,22.875,44.31140590144128,True,6,0.0,183,(low-volume cell),
17238_2895,80 Feet Road,13.028050176855896,77.57346002037846,Sadashivanagar,35.0200326368675,146,687,1.0960698689956332,poi_hospital,11,27.48,34.70737770196921,True,23,0.0,687,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17229_2893,Dr Rajkumar Puniya Bhoomi Road,13.020356235103248,77.53211936017699,Rajajinagar,35.017622326875454,147,339,1.28023598820059,poi_school,10,11.689655172413794,33.52539978989432,True,27,0.0,339,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17242_2884,BTP047 - Vidhan Soudha Metro Station,12.979682731753554,77.5922555336493,Cubbon Park,34.939424189851536,148,211,1.0,poi_metro,11,4.586956521739131,29.828002549655828,True,44,0.0,211,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17235_2885,BTP010 - Rajajinagar Entrance,12.984449262619808,77.56006034249201,Rajajinagar,34.80165219645816,149,313,2.1629392971246006,poi_hospital,10,10.433333333333334,33.05176383766789,True,28,0.0,313,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17253_2881,"BTP148 - 17th Main, Doopanahalli Bus Stop",12.966661693413172,77.64149746706586,Jeevanbheemanagar,34.72933066178513,150,334,2.372754491017964,none,13,11.133333333333333,32.47263387607566,True,28,0.0239520958083832,334,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17258_2871,Outer Ring Road,12.920988901190006,77.66525189964429,Bellandur,34.7251051720846,151,244,2.165983606557377,none,11,24.4,41.85787115991122,True,8,0.0,244,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17268_2885,ITPL Main Road,12.984586745238094,77.70835715952381,Mahadevapura,34.67194604438018,152,84,1.880952380952381,poi_techpark,11,7.636363636363637,40.99551368454495,True,9,0.0,84,(low-volume cell),
17260_2870,Sarjapura Main Road,12.917215266537609,77.67258531029962,Bellandur,34.647640295903095,153,267,1.953183520599251,none,10,10.26923076923077,34.02923314235481,True,24,0.0,267,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17249_2871,BTP137 - Madiwala Traffic PS Junction,12.921256548859157,77.62173677970603,Madiwala,34.647592657529664,154,178,1.0,poi_market,0,6.357142857142857,32.72982940881188,True,26,0.0337078651685393,178,(low-volume cell),
17250_2884,Old Madras Road,12.979001011570247,77.6287072214876,Halasur,34.56379957827349,155,242,1.0165289256198349,poi_hospital,9,15.125,37.80516059216252,True,14,0.0,242,Footpath / main-road encroachment,Physical deterrents (bollards/chains) + sustained pedestrian-priority enforcement
17280_2900,MBT Road,13.053489113636363,77.76195114090909,K.R. Pura,34.49933688244024,156,44,2.613636363636364,none,10,4.888888888888889,42.473686012460014,False,7,0.0,44,(low-volume cell),
17244_2886,BTP171 - Indian Express (Balekundri),12.989416300698604,77.59968640309381,Shivajinagar,34.30986205391682,157,1002,1.005489021956088,poi_hospital,4,20.448979591836736,28.61755775325189,True,47,0.0089820359281437,1002,Commercial / loading corridor,Designated timed loading bays + off-peak delivery windows; enforce during peak
